age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
37,Private,-42,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,36,Mexico,<=50K
42,Private,-100,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,87,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,-20,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,103,0,35,United-States,<=50K
38,Private,-125,Some-college,10,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
31,Private,57,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,38,United-States,<=50K
25,Private,-123,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,37,0,40,United-States,<=50K
48,Self-emp-inc,-82,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,-80,0,40,United-States,>50K
37,Self-emp-inc,18,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
56,Self-emp-inc,114,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,-97,0,40,United-States,>50K
37,Private,-55,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Local-gov,-123,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
46,Private,59,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-80,0,55,United-States,>50K
26,State-gov,-119,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,-9,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,8,United-States,<=50K
22,State-gov,100,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,<=50K
17,Private,-70,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States,<=50K
25,Private,-49,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
35,Private,-97,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
46,Private,-37,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,-23,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
32,Private,45,5th-6th,3,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
36,State-gov,-51,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,37,Hong,<=50K
33,State-gov,42,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Never-worked,33,HS-grad,9,Married-civ-spouse,?,Wife,Black,Female,0,0,40,United-States,<=50K
42,Private,-64,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,-67,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Self-emp-not-inc,-64,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,50,Mexico,<=50K
32,Private,84,7th-8th,4,Separated,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
48,Private,-46,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
38,Private,-123,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
37,Private,-33,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,37,United-States,>50K
20,Private,90,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
35,Private,-128,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,Yugoslavia,>50K
28,Private,30,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
66,Self-emp-not-inc,-24,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,20,United-States,<=50K
36,Private,79,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
17,?,-109,11th,7,Never-married,?,Own-child,White,Female,0,0,10,United-States,<=50K
40,Private,-119,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
30,Private,127,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,65,United-States,<=50K
29,Federal-gov,120,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
59,Self-emp-not-inc,-114,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Greece,<=50K
50,Private,102,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
21,Private,82,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,-106,11th,7,Never-married,Sales,Own-child,White,Female,0,0,8,Mexico,<=50K
31,Self-emp-not-inc,-118,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
22,Private,63,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Self-emp-not-inc,-13,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,20,United-States,>50K
42,Federal-gov,-13,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
44,Private,-59,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,-80,0,45,United-States,>50K
24,Private,64,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,37,United-States,<=50K
37,Federal-gov,-5,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,Japan,<=50K
34,Private,86,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
47,Private,116,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,84,Assoc-voc,11,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
54,Private,-125,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Poland,>50K
23,Private,-100,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,-82,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
50,Private,110,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,110,50,United-States,>50K
55,?,40,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,48,Mexico,<=50K
32,Private,13,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
50,Private,39,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K
76,?,88,7th-8th,4,Widowed,?,Not-in-family,White,Male,0,0,2,United-States,<=50K
34,Private,-118,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,28,United-States,<=50K
58,Private,-2,5th-6th,3,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
34,Private,-122,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,>50K
43,Private,-87,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
59,Local-gov,-31,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,-32,19,United-States,<=50K
51,Local-gov,11,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Male,0,0,52,United-States,<=50K
43,Private,124,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
49,Private,125,HS-grad,9,Widowed,Tech-support,Unmarried,White,Male,0,0,40,United-States,<=50K
37,Private,-41,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
53,Federal-gov,-25,HS-grad,9,Divorced,Tech-support,Unmarried,White,Male,0,0,40,United-States,<=50K
24,Private,7,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,36,United-States,<=50K
24,Local-gov,117,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,27,United-States,<=50K
30,Private,-75,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,127,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Self-emp-not-inc,121,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
23,Private,71,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,<=50K
29,Federal-gov,35,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,23,10th,6,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,Mexico,<=50K
39,Federal-gov,102,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
43,Federal-gov,78,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,-14,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K
47,Private,5,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,-107,0,40,United-States,<=50K
43,Self-emp-inc,-47,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
20,Private,39,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,-101,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22,Local-gov,-52,Some-college,10,Never-married,Protective-serv,Other-relative,White,Female,0,0,43,United-States,<=50K
49,Self-emp-inc,-44,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
40,Self-emp-not-inc,-37,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States,<=50K
52,Local-gov,51,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50K
56,Private,51,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
63,Private,43,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,45,United-States,>50K
40,Federal-gov,103,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
54,Private,-45,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,<=50K
38,Private,-45,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54,Mexico,<=50K
63,Self-emp-inc,-68,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
60,State-gov,-61,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,0,60,United-States,>50K
36,Private,25,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
48,Private,79,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
36,Private,100,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,35,United-States,<=50K
26,Private,-102,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K
25,?,-56,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
34,Private,-33,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
66,Self-emp-inc,7,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
46,Self-emp-not-inc,-80,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,24,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
70,Private,-123,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,5,United-States,<=50K
18,?,113,HS-grad,9,Never-married,?,Other-relative,White,Male,0,0,40,United-States,<=50K
20,Private,-1,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,60,United-States,<=50K
46,Private,74,Assoc-voc,11,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,64,10th,6,Divorced,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
36,Self-emp-not-inc,44,Doctorate,16,Separated,Prof-specialty,Unmarried,White,Female,0,0,10,Canada,<=50K
21,State-gov,98,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,43,United-States,<=50K
60,Self-emp-not-inc,-34,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,72,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Local-gov,107,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
55,Self-emp-not-inc,-21,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,<=50K
59,Self-emp-inc,78,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
46,Private,0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
48,Private,-83,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,State-gov,113,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,<=50K
40,Private,-128,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,14,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
46,Local-gov,81,Masters,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
23,Private,13,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,25,United-States,<=50K
20,?,-32,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
35,Private,18,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
50,Private,106,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
48,Private,-61,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
60,Private,73,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,Germany,>50K
55,Private,1,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Self-emp-not-inc,120,12th,8,Divorced,Craft-repair,Other-relative,Black,Male,0,0,35,United-States,<=50K
48,Private,-52,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
40,Private,30,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Self-emp-inc,-114,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
25,Local-gov,-101,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,-73,16,United-States,<=50K
35,Private,55,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
53,State-gov,28,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,34,0,40,United-States,>50K
34,Private,8,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K
43,Private,114,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
63,Private,-31,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,34,0,40,United-States,>50K
52,Private,-49,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,-1,60,United-States,>50K
37,Private,-19,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Private,-23,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Poland,<=50K
23,Private,-87,Bachelors,13,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,Mexico,<=50K
18,Private,78,11th,7,Never-married,Prof-specialty,Other-relative,White,Male,0,0,3,United-States,<=50K
34,?,-99,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
18,Private,71,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,-71,40,United-States,<=50K
50,Private,-54,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
42,Local-gov,-30,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
58,Self-emp-not-inc,-22,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
49,Private,6,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,-19,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,>50K
26,Private,102,12th,8,Married-civ-spouse,Priv-house-serv,Wife,Other,Female,0,0,40,Dominican-Republic,<=50K
22,?,42,Some-college,10,Never-married,?,Own-child,Black,Male,0,-71,20,United-States,<=50K
38,Self-emp-not-inc,-60,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
19,Private,-83,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
19,Private,44,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
46,Federal-gov,-94,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,>50K
62,Self-emp-not-inc,43,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,United-States,>50K
23,Private,12,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,-114,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
51,Local-gov,-117,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
50,Private,-83,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,-80,0,45,United-States,>50K
34,Private,37,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
32,Private,86,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,-104,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
31,Private,4,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,33,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
65,Self-emp-inc,-116,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,46,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
32,Private,51,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,55,United-States,<=50K
36,Private,11,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K
24,Private,118,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,32,United-States,<=50K
31,Private,124,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
47,Federal-gov,29,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Germany,>50K
22,Private,118,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
49,Private,-99,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
